IUCN_species_name,genus,species,common_name,order_e,family_e,diet_inv_e,diet_fruit_e,diet_cat_e,diet_breadth,min_body_size_mm,max_body_size_mm,body_size_mm,min_longevity,max_longevity,longevity,min_home_range,max_home_range,home_range_size,generation_time,IUCN_category
Pyrrhura caeruleiceps,Pyrrhura,caeruleiceps,Perija Parakeet,Psittaciformes,Psittacidae,0,50,Omnivore,1.029653014,NA,NA,220,NA,NA,NA,NA,NA,1,6,EN
Pyrrhura calliptera,Pyrrhura,calliptera,Flame-winged Parakeet,Psittaciformes,Psittacidae,0,70,FruiNect,0.610864302,220,230,230,NA,NA,NA,NA,NA,NA,3.7,VU
Pyrrhura devillei,Pyrrhura,devillei,Blaze-winged Parakeet,Psittaciformes,Psittacidae,0,50,Omnivore,0.693147181,NA,NA,260,NA,NA,NA,NA,NA,NA,6,NT
Pyrrhura egregia,Pyrrhura,egregia,Fiery-shouldered Parakeet,Psittaciformes,Psittacidae,0,60,FruiNect,0.950270539,NA,NA,250,NA,NA,NA,NA,NA,NA,6,LC
Pyrrhura eisenmanni,Pyrrhura,eisenmanni,Azuero Parakeet,Psittaciformes,Psittacidae,0,50,Omnivore,1.029653014,NA,NA,220,NA,NA,NA,NA,NA,1,6,EN
Pyrrhura emma,Pyrrhura,emma,Painted Parakeet,Psittaciformes,Psittacidae,0,50,Omnivore,1.029653014,220,230,230,NA,NA,NA,NA,NA,NA,4.1,LC
Pyrrhura frontalis,Pyrrhura,frontalis,Maroon-bellied Parakeet,Psittaciformes,Psittacidae,10,30,PlantSeed,1.313834033,240,280,280,NA,NA,NA,NA,NA,NA,6,LC
Pyrrhura hoematotis,Pyrrhura,hoematotis,Red-eared Parakeet,Psittaciformes,Psittacidae,0,30,FruiNect,0.897945725,NA,NA,250,NA,NA,NA,NA,NA,NA,6,LC
Pyrrhura hoffmanni,Pyrrhura,hoffmanni,Sulphur-winged Parakeet,Psittaciformes,Psittacidae,0,50,Omnivore,0.693147181,230,240,240,NA,NA,NA,NA,NA,NA,6,LC
Pyrrhura melanura,Pyrrhura,melanura,Maroon-tailed Parakeet,Psittaciformes,Psittacidae,0,80,FruiNect,0.500402424,240,250,250,NA,NA,NA,NA,NA,NA,6,LC
Pyrrhura molinae,Pyrrhura,molinae,Green-cheeked Parakeet,Psittaciformes,Psittacidae,0,60,FruiNect,0.950270539,NA,NA,260,NA,NA,NA,NA,NA,NA,6,LC
Pyrrhura orcesi,Pyrrhura,orcesi,El Oro Parakeet,Psittaciformes,Psittacidae,0,100,FruiNect,0,NA,NA,220,NA,NA,NA,NA,NA,NA,3.5,EN
Pyrrhura pacifica,Pyrrhura,pacifica,Choco Parakeet,Psittaciformes,Psittacidae,0,80,FruiNect,0.500402424,240,250,250,NA,NA,NA,NA,NA,NA,6,LC
Pyrrhura parvifrons,Pyrrhura,parvifrons,Painted Parakeet,Psittaciformes,Psittacidae,0,50,Omnivore,1.029653014,NA,NA,220,NA,NA,NA,NA,NA,NA,6,LC
Pyrrhura perlata,Pyrrhura,perlata,Crimson-bellied Parakeet,Psittaciformes,Psittacidae,0,60,FruiNect,0.673011667,NA,NA,240,NA,NA,14.3,NA,NA,NA,6,VU
Pyrrhura peruviana,Pyrrhura,peruviana,Wavy-breasted Parakeet,Psittaciformes,Psittacidae,0,50,Omnivore,1.029653014,NA,NA,220,NA,NA,NA,NA,NA,NA,6,LC
Pyrrhura picta,Pyrrhura,picta,Painted Parakeet,Psittaciformes,Psittacidae,0,50,Omnivore,1.029653014,220,230,230,NA,NA,NA,NA,NA,NA,6,LC
Pyrrhura rhodocephala,Pyrrhura,rhodocephala,Rose-headed Parakeet,Psittaciformes,Psittacidae,0,60,FruiNect,0.950270539,240,250,250,NA,NA,NA,NA,NA,NA,6,LC
Pyrrhura roseifrons,Pyrrhura,roseifrons,Rose-fronted Parakeet,Psittaciformes,Psittacidae,0,50,Omnivore,1.029653014,210,230,220,NA,NA,NA,NA,NA,NA,6,LC
Pyrrhura rupicola,Pyrrhura,rupicola,Black-capped Parakeet,Psittaciformes,Psittacidae,0,60,FruiNect,0.950270539,NA,NA,250,NA,NA,6.09,NA,NA,NA,2.6,NT
Pyrrhura snethlageae,Pyrrhura,snethlageae,Madeira Parakeet,Psittaciformes,Psittacidae,0,50,Omnivore,1.029653014,NA,NA,220,NA,NA,NA,NA,NA,NA,6,VU
Pyrrhura subandina,Pyrrhura,subandina,Sinu Parakeet,Psittaciformes,Psittacidae,0,50,Omnivore,1.029653014,NA,NA,210,NA,NA,NA,NA,NA,NA,6,CR
Pyrrhura viridicata,Pyrrhura,viridicata,Santa Marta Parakeet,Psittaciformes,Psittacidae,0,60,FruiNect,0.950270539,NA,NA,250,NA,NA,NA,NA,NA,NA,6,EN
Querula purpurata,Querula,purpurata,Purple-throated Fruitcrow,Passeriformes,Cotingidae,50,50,Omnivore,0.693147181,255,300,300,NA,NA,NA,NA,NA,0.157,6.9,LC
Ramphastos ambiguus,Ramphastos,ambiguus,Black-mandibled Toucan,Piciformes,Ramphastidae,20,60,FruiNect,1.088899975,530,560,560,NA,NA,NA,NA,NA,NA,11.5,NT
Ramphastos brevis,Ramphastos,brevis,Choco Toucan,Piciformes,Ramphastidae,20,80,FruiNect,0.500402424,460,485,485,NA,NA,NA,NA,NA,NA,11.5,LC
Ramphastos citreolaemus,Ramphastos,citreolaemus,Citron-throated Toucan,Piciformes,Ramphastidae,20,60,FruiNect,1.088899975,NA,NA,480,NA,NA,NA,NA,NA,NA,11.5,LC
Ramphastos culminatus,Ramphastos,culminatus,Yellow-ridged Toucan,Piciformes,Ramphastidae,20,60,FruiNect,1.088899975,480,560,560,NA,NA,NA,NA,NA,NA,11.5,VU
Ramphastos cuvieri,Ramphastos,cuvieri,Cuvier's Toucan,Piciformes,Ramphastidae,10,50,FruiNect,1.497866137,530,580,580,NA,NA,NA,NA,NA,NA,11.5,LC
Ramphastos dicolorus,Ramphastos,dicolorus,Red-breasted Toucan,Piciformes,Ramphastidae,10,80,FruiNect,0.63903186,420,480,480,NA,NA,NA,NA,NA,0.0118,11.5,LC
Ramphastos sulfuratus,Ramphastos,sulfuratus,Keel-billed Toucan,Piciformes,Ramphastidae,20,60,FruiNect,1.088899975,460,510,510,NA,NA,NA,NA,NA,NA,11.5,LC
Ramphastos toco,Ramphastos,toco,Toco Toucan,Piciformes,Ramphastidae,20,70,FruiNect,0.801818553,550,610,610,20,26,26,NA,NA,0.0185,11.5,LC
Ramphastos tucanus,Ramphastos,tucanus,White-throated Toucan,Piciformes,Ramphastidae,10,50,FruiNect,1.497866137,530,580,580,NA,NA,NA,NA,NA,0.86,11.5,VU
Ramphastos vitellinus,Ramphastos,vitellinus,Channel-billed Toucan,Piciformes,Ramphastidae,20,60,FruiNect,1.088899975,460,560,560,NA,NA,NA,NA,NA,NA,11.5,VU
Ramphocelus bresilius,Ramphocelus,bresilius,Brazilian Tanager,Passeriformes,Thraupidae,50,50,Omnivore,0.693147181,NA,NA,180,NA,NA,17,NA,NA,NA,3.7,LC
Ramphocelus carbo,Ramphocelus,carbo,Silver-beaked Tanager,Passeriformes,Thraupidae,50,50,Omnivore,0.693147181,160,170,170,NA,NA,17,NA,NA,NA,3.7,LC
Ramphocelus costaricensis,Ramphocelus,costaricensis,Cherrie's Tanager,Passeriformes,Thraupidae,40,60,FruiNect,0.673011667,170,180,180,NA,NA,NA,NA,NA,NA,3.7,LC
Ramphocelus dimidiatus,Ramphocelus,dimidiatus,Crimson-backed Tanager,Passeriformes,Thraupidae,30,40,Omnivore,1.088899975,NA,NA,160,NA,NA,17,NA,NA,NA,2.94,LC
Ramphocelus melanogaster,Ramphocelus,melanogaster,Huallaga Tanager,Passeriformes,Thraupidae,40,60,FruiNect,0.673011667,160,180,180,NA,NA,17,NA,NA,NA,3.7,LC
Ramphocelus nigrogularis,Ramphocelus,nigrogularis,Masked Crimson Tanager,Passeriformes,Thraupidae,50,50,Omnivore,0.693147181,NA,NA,170,NA,NA,11.5,NA,NA,NA,3.7,LC
Ramphocelus passerinii,Ramphocelus,passerinii,Scarlet-rumped Tanager,Passeriformes,Thraupidae,50,50,Omnivore,0.693147181,149,165,165,NA,NA,NA,NA,NA,NA,3.01,LC
Ramphocelus sanguinolentus,Ramphocelus,sanguinolentus,Crimson-collared Tanager,Passeriformes,Thraupidae,40,20,Omnivore,1.279854226,152.4,200,200,NA,NA,NA,NA,NA,NA,3.16,LC
Ramphotrigon ruficauda,Ramphotrigon,ruficauda,Rufous-tailed Flatbill,Passeriformes,Tyrannidae,80,20,Invertebrate,0.500402424,150,160,160,NA,NA,NA,NA,NA,NA,3.6,LC
Rhodinocichla rosea,Rhodinocichla,rosea,Rosy Thrush-tanager,Passeriformes,Thraupidae,30,40,Omnivore,1.088899975,190,200,200,NA,NA,NA,NA,NA,NA,3.7,LC
Rhodospingus cruentus,Rhodospingus,cruentus,Crimson-breasted Finch,Passeriformes,Emberizidae,40,20,Omnivore,1.279854226,NA,NA,110,NA,NA,NA,NA,NA,NA,3.8,LC
Rhynchocyclus brevirostris,Rhynchocyclus,brevirostris,Eye-ringed Flatbill,Passeriformes,Tyrannidae,60,20,Invertebrate,0.950270539,150,170,170,NA,NA,NA,NA,NA,NA,3.7,LC
Rhynchopsitta pachyrhyncha,Rhynchopsitta,pachyrhyncha,Thick-billed Parrot,Psittaciformes,Psittacidae,0,20,PlantSeed,0.500402424,380,430,430,NA,NA,33,NA,NA,NA,11.1,EN
Rhytipterna holerythra,Rhytipterna,holerythra,Rufous Mourner,Passeriformes,Tyrannidae,80,20,Invertebrate,0.500402424,195,210,210,NA,NA,NA,NA,NA,NA,3.6,LC
Rhytipterna simplex,Rhytipterna,simplex,Greyish Mourner,Passeriformes,Tyrannidae,80,20,Invertebrate,0.500402424,195,205,205,NA,NA,NA,NA,NA,0.12,3.6,LC
Ridgwayia pinicola,Ridgwayia,pinicola,Aztec Thrush,Passeriformes,Turdidae,60,40,Invertebrate,0.673011667,215,240,240,NA,NA,NA,NA,NA,NA,3,LC
Rupicola peruvianus,Rupicola,peruvianus,Andean Cock-of-the-rock,Passeriformes,Cotingidae,20,70,FruiNect,0.801818553,305,320,320,NA,NA,14,NA,NA,NA,4.6,LC
Rupicola rupicola,Rupicola,rupicola,Guianan Cock-of-the-rock,Passeriformes,Cotingidae,20,70,FruiNect,0.801818553,NA,NA,320,NA,NA,7,NA,NA,NA,4.6,LC
Sakesphorus canadensis,Sakesphorus,canadensis,Black-crested Antshrike,Passeriformes,Thamnophilidae,80,10,Invertebrate,0.63903186,140,155,155,NA,NA,NA,NA,NA,NA,4.8,LC
Sakesphorus pulchellus,Sakesphorus,pulchellus,Black-crested Antshrike,Passeriformes,Thamnophilidae,80,10,Invertebrate,0.63903186,140,184,184,NA,NA,NA,NA,NA,NA,4.8,LC
Saltator atriceps,Saltator,atriceps,Black-headed Saltator,Passeriformes,Cardinalidae,60,30,Invertebrate,0.897945725,NA,NA,240,NA,NA,NA,NA,NA,NA,4.1,LC
Saltator atripennis,Saltator,atripennis,Black-winged Saltator,Passeriformes,Cardinalidae,60,30,Invertebrate,0.897945725,NA,NA,205,NA,NA,NA,NA,NA,NA,4.1,LC
Saltator cinctus,Saltator,cinctus,Masked Saltator,Passeriformes,Cardinalidae,60,30,Invertebrate,0.897945725,NA,NA,215,NA,NA,NA,NA,NA,NA,3.3,NT
Saltator fuliginosus,Saltator,fuliginosus,Black-throated Grosbeak,Passeriformes,Cardinalidae,60,30,Invertebrate,0.897945725,NA,NA,220,NA,NA,NA,NA,NA,NA,4.1,LC
Saltator grossus,Saltator,grossus,Slate-coloured Grosbeak,Passeriformes,Cardinalidae,60,30,Invertebrate,0.897945725,190,205,205,NA,NA,NA,NA,16,16,3.32,LC
Saltator maxillosus,Saltator,maxillosus,Thick-billed Saltator,Passeriformes,Cardinalidae,60,30,Invertebrate,0.897945725,NA,NA,210,NA,NA,NA,NA,NA,NA,4.1,LC
Saltator maximus,Saltator,maximus,Buff-throated Saltator,Passeriformes,Cardinalidae,60,30,Invertebrate,0.897945725,205,210,210,NA,NA,NA,NA,NA,0.003,4.1,LC
Saltator nigriceps,Saltator,nigriceps,Black-cowled Saltator,Passeriformes,Cardinalidae,60,30,Invertebrate,0.897945725,NA,NA,220,NA,NA,NA,NA,NA,NA,4.1,LC
Saltator orenocensis,Saltator,orenocensis,Orinoco Saltator,Passeriformes,Cardinalidae,0,40,FruiNect,1.088899975,185,190,190,NA,NA,NA,NA,NA,NA,4.1,LC
Saltator similis,Saltator,similis,Green-winged Saltator,Passeriformes,Cardinalidae,60,30,Invertebrate,0.897945725,205,210,210,NA,NA,5.16,NA,NA,NA,4.1,LC
Sapayoa aenigma,Sapayoa,aenigma,Broad-billed Sapayoa,Passeriformes,Sapayoaidae,50,50,Omnivore,0.693147181,135,150,150,NA,NA,NA,NA,NA,NA,4.2,LC
Schiffornis turdina,Schiffornis,turdina,Thrush-like Schiffornis,Passeriformes,Cotingidae,50,50,Omnivore,0.693147181,155,165,165,NA,NA,NA,0.143,0.201,0.201,4.6,LC
Schiffornis virescens,Schiffornis,virescens,Greenish Schiffornis,Passeriformes,Cotingidae,50,50,Omnivore,0.693147181,NA,NA,155,NA,NA,3.46,NA,NA,0.0222,4.6,LC
Seiurus aurocapilla,Seiurus,aurocapilla,Ovenbird,Passeriformes,Parulidae,70,10,Invertebrate,0.940447989,NA,NA,150,NA,NA,11,0.0039,0.0289,0.0289,2.74,LC
Selenidera gouldii,Selenidera,gouldii,Gould's Toucanet,Piciformes,Ramphastidae,0,100,FruiNect,0,NA,NA,330,NA,NA,NA,NA,NA,NA,7,LC
Selenidera langsdorffii,Selenidera,langsdorffii,Green-billed Toucanet,Piciformes,Ramphastidae,40,60,FruiNect,0.673011667,330,350,350,NA,NA,NA,NA,NA,NA,7,LC
Selenidera maculirostris,Selenidera,maculirostris,Spot-billed Toucanet,Piciformes,Ramphastidae,20,80,FruiNect,0.500402424,330,370,370,NA,NA,NA,NA,NA,NA,7,LC
Selenidera nattereri,Selenidera,nattereri,Tawny-tufted Toucanet,Piciformes,Ramphastidae,0,60,FruiNect,0.673011667,320,330,330,NA,NA,NA,NA,NA,NA,7,LC
Selenidera piperivora,Selenidera,piperivora,Guianan Toucanet,Piciformes,Ramphastidae,40,60,FruiNect,0.673011667,330,350,350,NA,NA,NA,NA,NA,NA,7,LC
Selenidera reinwardtii,Selenidera,reinwardtii,Golden-collared Toucanet,Piciformes,Ramphastidae,40,60,FruiNect,0.673011667,330,350,350,NA,NA,NA,NA,NA,NA,7,LC
Selenidera spectabilis,Selenidera,spectabilis,Yellow-eared Toucanet,Piciformes,Ramphastidae,20,80,FruiNect,0.500402424,360,380,380,NA,NA,NA,NA,NA,NA,7,LC
Semnornis frantzii,Semnornis,frantzii,Prong-billed Barbet,Piciformes,Ramphastidae,20,80,FruiNect,0.500402424,170,185,185,NA,NA,NA,NA,NA,NA,8.5,LC
Semnornis ramphastinus,Semnornis,ramphastinus,Toucan Barbet,Piciformes,Ramphastidae,40,60,FruiNect,0.673011667,190,210,210,NA,NA,NA,NA,NA,NA,8.5,NT
Sericossypha albocristata,Sericossypha,albocristata,White-capped Tanager,Passeriformes,Thraupidae,70,20,Invertebrate,0.801818553,230,240,240,NA,NA,NA,NA,NA,NA,3.7,VU
Setophaga americana,Setophaga,americana,Northern Parula,Passeriformes,Parulidae,70,10,Invertebrate,0.940447989,108,124,124,NA,NA,7,NA,NA,NA,1.93,LC
Setophaga caerulescens,Setophaga,caerulescens,Black-throated Blue Warbler,Passeriformes,Parulidae,70,10,Invertebrate,0.940447989,NA,NA,130,NA,NA,10,0.0032,0.0998,0.0998,2.51,LC
Setophaga castanea,Setophaga,castanea,Bay-breasted Warbler,Passeriformes,Parulidae,60,30,Invertebrate,0.897945725,NA,NA,140,NA,NA,4.9,NA,NA,0.015,2.38,LC
Setophaga coronata,Setophaga,coronata,Yellow-rumped Warbler,Passeriformes,Parulidae,70,10,Invertebrate,0.940447989,140,150,150,NA,NA,10,NA,NA,NA,3.5,LC
Setophaga fusca,Setophaga,fusca,Blackburnian Warbler,Passeriformes,Parulidae,80,20,Invertebrate,0.500402424,110,120,120,NA,NA,NA,NA,NA,NA,3.6,LC
Setophaga pensylvanica,Setophaga,pensylvanica,Chestnut-sided Warbler,Passeriformes,Parulidae,80,10,Invertebrate,0.63903186,NA,NA,NA,NA,NA,6.9,0.00405,0.011,0.011,1.97,LC
Setophaga pinus,Setophaga,pinus,Pine Warbler,Passeriformes,Parulidae,70,10,Invertebrate,0.940447989,125,145,145,NA,NA,6.83,NA,NA,NA,3.6,LC
Setophaga pitiayumi,Setophaga,pitiayumi,Tropical Parula,Passeriformes,Parulidae,70,20,Invertebrate,0.801818553,108,114,114,NA,NA,NA,NA,NA,0.0039,2,LC
Setophaga ruticilla,Setophaga,ruticilla,American Redstart,Passeriformes,Parulidae,80,10,Invertebrate,0.63903186,110,130,130,NA,NA,10.1,0.0039,0.0064,0.0064,2.18,LC
Setophaga striata,Setophaga,striata,Blackpoll Warbler,Passeriformes,Parulidae,70,10,Invertebrate,0.940447989,NA,NA,140,NA,NA,8.1,0.002,0.0185,0.0185,3.5,NT
Setophaga tigrina,Setophaga,tigrina,Cape May Warbler,Passeriformes,Parulidae,60,20,Invertebrate,0.950270539,NA,NA,130,NA,NA,4.25,NA,NA,0.004,1.97,LC
Setophaga virens,Setophaga,virens,Black-throated Green Warbler,Passeriformes,Parulidae,60,20,Invertebrate,0.950270539,110,120,120,NA,NA,NA,NA,NA,NA,3.6,LC
Sialia currucoides,Sialia,currucoides,Mountain Bluebird,Passeriformes,Turdidae,60,30,Invertebrate,0.897945725,155,180,180,NA,NA,9,NA,NA,NA,3.8,LC
Sialia mexicana,Sialia,mexicana,Western Bluebird,Passeriformes,Turdidae,70,20,Invertebrate,0.801818553,165,190,190,NA,NA,8.7,0.0043,0.012756,0.012756,3.8,LC
Sialia sialis,Sialia,sialis,Eastern Bluebird,Passeriformes,Turdidae,70,30,Invertebrate,0.610864302,280,310,310,NA,NA,10.5,0.011,0.084,0.084,3.9,LC
Snowornis cryptolophus,Snowornis,cryptolophus,Olivaceous Piha,Passeriformes,Cotingidae,50,50,Omnivore,0.693147181,230,240,240,NA,NA,NA,NA,NA,NA,4.6,LC
Snowornis subalaris,Snowornis,subalaris,Grey-tailed Piha,Passeriformes,Cotingidae,50,50,Omnivore,0.693147181,NA,NA,235,NA,NA,NA,NA,NA,NA,5,NT
Sphyrapicus nuchalis,Sphyrapicus,nuchalis,Red-naped Sapsucker,Piciformes,Picidae,50,10,Omnivore,1.16828245,190,210,210,NA,NA,4.9,NA,NA,NA,3,LC
Sphyrapicus thyroideus,Sphyrapicus,thyroideus,Williamson's Sapsucker,Piciformes,Picidae,50,20,Omnivore,1.029653014,210,248,248,NA,NA,NA,NA,NA,NA,3.9,LC
Sphyrapicus varius,Sphyrapicus,varius,Yellow-bellied Sapsucker,Piciformes,Picidae,50,10,Omnivore,1.16828245,210,220,220,NA,NA,6.75,NA,NA,NA,3.9,LC
Spindalis zena,Spindalis,zena,Western Spindalis,Passeriformes,Thraupidae,0,60,FruiNect,0.673011667,NA,NA,150,NA,NA,NA,NA,NA,NA,3.7,LC
Spinus cucullatus,Spinus,cucullatus,Red Siskin,Passeriformes,Fringillidae,0,20,PlantSeed,0.950270539,100,110,110,NA,NA,NA,NA,NA,NA,4.3,EN
Spinus lawrencei,Spinus,lawrencei,Lawrence's Goldfinch,Passeriformes,Fringillidae,0,10,PlantSeed,0.325082973,100,120,120,3,6,5.5,NA,NA,NA,4.2,LC
Spinus yarrellii,Spinus,yarrellii,Yellow-faced Siskin,Passeriformes,Fringillidae,0,50,Omnivore,0.693147181,NA,NA,100,NA,NA,NA,NA,NA,NA,4.2,VU
Sporathraupis cyanocephala,Sporathraupis,cyanocephala,Blue-capped Tanager,Passeriformes,Thraupidae,30,70,FruiNect,0.610864302,NA,NA,160,NA,NA,NA,NA,NA,NA,4,LC
Sporophila americana,Sporophila,americana,Wing-barred Seedeater,Passeriformes,Emberizidae,0,20,PlantSeed,0.950270539,100,110,110,NA,NA,NA,NA,NA,NA,4.8,LC
Sporophila angolensis,Sporophila,angolensis,Lesser Seed-finch,Passeriformes,Emberizidae,0,20,PlantSeed,0.950270539,106,124,124,NA,NA,NA,NA,NA,NA,3.8,LC
Sporophila funerea,Sporophila,funerea,Thick-billed Seed-finch,Passeriformes,Emberizidae,0,20,PlantSeed,0.950270539,107,125,125,NA,NA,NA,NA,NA,NA,3.8,LC
Sporophila murallae,Sporophila,murallae,Caqueta Seedeater,Passeriformes,Emberizidae,0,20,PlantSeed,0.950270539,NA,NA,100,NA,NA,NA,NA,NA,NA,4.8,LC
Steatornis caripensis,Steatornis,caripensis,Oilbird,Caprimulgiformes,Steatornithidae,0,100,FruiNect,0,410,490,490,NA,NA,NA,NA,NA,NA,7.5,LC
Stephanophorus diadematus,Stephanophorus,diadematus,Diademed Tanager,Passeriformes,Thraupidae,20,50,Omnivore,1.029653014,NA,NA,190,NA,NA,NA,NA,NA,NA,3.7,LC
Sublegatus obscurior,Sublegatus,obscurior,Todd's Scrub-flycatcher,Passeriformes,Tyrannidae,90,10,Invertebrate,0.325082973,NA,NA,140,NA,NA,NA,NA,NA,NA,3.6,LC
Synallaxis erythrothorax,Synallaxis,erythrothorax,Rufous-breasted Spinetail,Passeriformes,Furnariidae,70,30,Invertebrate,0.610864302,132,157,157,NA,NA,NA,NA,NA,NA,2.6,LC
Tachyphonus coronatus,Tachyphonus,coronatus,Ruby-crowned Tanager,Passeriformes,Thraupidae,60,20,Invertebrate,0.950270539,NA,NA,160,2.833,5.5,5.5,NA,NA,NA,3.7,LC
Tachyphonus rufus,Tachyphonus,rufus,White-lined Tanager,Passeriformes,Thraupidae,60,30,Invertebrate,0.897945725,NA,NA,170,6,7,7,NA,NA,NA,3.17,LC
Tangara abbas,Tangara,abbas,Yellow-winged Tanager,Passeriformes,Thraupidae,50,50,Omnivore,0.693147181,380,550,550,NA,NA,NA,NA,NA,NA,3.57,LC
Tangara argentea,Tangara,argentea,Black-headed Tanager,Passeriformes,Thraupidae,20,80,FruiNect,0.500402424,NA,NA,180,NA,NA,NA,NA,NA,NA,4,LC
Tangara arthus,Tangara,arthus,Golden Tanager,Passeriformes,Thraupidae,40,60,FruiNect,0.673011667,135,140,140,NA,NA,7.166,NA,NA,NA,4.9,LC
Tangara cabanisi,Tangara,cabanisi,Azure-rumped Tanager,Passeriformes,Thraupidae,50,50,Omnivore,0.693147181,NA,NA,144.8,NA,NA,NA,NA,NA,NA,3.2,EN
Tangara callophrys,Tangara,callophrys,Opal-crowned Tanager,Passeriformes,Thraupidae,20,80,FruiNect,0.500402424,140,147,147,NA,NA,NA,NA,NA,NA,4.9,LC
Tangara chilensis,Tangara,chilensis,Paradise Tanager,Passeriformes,Thraupidae,20,80,FruiNect,0.500402424,120,130,130,NA,NA,NA,NA,NA,NA,4.9,LC
Tangara chrysotis,Tangara,chrysotis,Golden-eared Tanager,Passeriformes,Thraupidae,30,70,FruiNect,0.610864302,NA,NA,140,NA,NA,NA,NA,NA,NA,4.9,LC
Tangara cyanicollis,Tangara,cyanicollis,Blue-necked Tanager,Passeriformes,Thraupidae,20,80,FruiNect,0.500402424,NA,NA,120,NA,NA,NA,NA,NA,NA,4.9,LC
Tangara cyanocephala,Tangara,cyanocephala,Red-necked Tanager,Passeriformes,Thraupidae,0,100,FruiNect,0,NA,NA,130,NA,NA,6.3,NA,NA,NA,4.9,LC
Tangara cyanotis,Tangara,cyanotis,Blue-browed Tanager,Passeriformes,Thraupidae,20,80,FruiNect,0.500402424,110,120,120,NA,NA,NA,NA,NA,NA,4.9,LC
Tangara dowii,Tangara,dowii,Spangle-cheeked Tanager,Passeriformes,Thraupidae,50,50,Omnivore,0.693147181,NA,NA,120,NA,NA,NA,NA,NA,NA,4.9,LC
Tangara episcopus,Tangara,episcopus,Blue-grey Tanager,Passeriformes,Thraupidae,40,50,Omnivore,0.943348392,NA,NA,160,NA,NA,9.5,NA,NA,NA,4.3,LC
Tangara florida,Tangara,florida,Emerald Tanager,Passeriformes,Thraupidae,30,70,FruiNect,0.610864302,106,130,130,NA,NA,NA,NA,NA,NA,4.9,LC
Tangara fucosa,Tangara,fucosa,Green-naped Tanager,Passeriformes,Thraupidae,0,100,FruiNect,0,NA,NA,120,NA,NA,NA,NA,NA,NA,4.9,NT
Tangara glaucocolpa,Tangara,glaucocolpa,Sayaca Tanager,Passeriformes,Thraupidae,10,50,Omnivore,0.943348392,NA,NA,160,NA,NA,NA,NA,NA,NA,4,LC
Tangara guttata,Tangara,guttata,Speckled Tanager,Passeriformes,Thraupidae,30,70,FruiNect,0.610864302,NA,NA,132,NA,NA,NA,NA,NA,NA,4.9,LC
Tangara gyrola,Tangara,gyrola,Bay-headed Tanager,Passeriformes,Thraupidae,30,70,FruiNect,0.610864302,NA,NA,130,NA,NA,5,NA,NA,0.103,4.9,LC
Tangara heinei,Tangara,heinei,Black-capped Tanager,Passeriformes,Thraupidae,20,80,FruiNect,0.500402424,NA,NA,130,NA,NA,6,NA,NA,NA,4.9,LC
Tangara icterocephala,Tangara,icterocephala,Silver-throated Tanager,Passeriformes,Thraupidae,20,80,FruiNect,0.500402424,NA,NA,130,NA,NA,7.5,0.093,0.245,0.245,4.9,LC
Tangara inornata,Tangara,inornata,Plain-coloured Tanager,Passeriformes,Thraupidae,40,60,FruiNect,0.673011667,NA,NA,120,NA,NA,6.6,NA,NA,NA,3.18,LC
Tangara johannae,Tangara,johannae,Blue-whiskered Tanager,Passeriformes,Thraupidae,50,50,Omnivore,0.693147181,NA,NA,130,NA,NA,NA,NA,NA,NA,4.9,NT
Tangara labradorides,Tangara,labradorides,Metallic-green Tanager,Passeriformes,Thraupidae,70,30,Invertebrate,0.610864302,NA,NA,120,NA,NA,NA,NA,NA,NA,4.9,LC
Tangara larvata,Tangara,larvata,Golden-hooded Tanager,Passeriformes,Thraupidae,40,60,FruiNect,0.673011667,NA,NA,120,NA,NA,NA,NA,NA,NA,4.9,LC
Tangara lavinia,Tangara,lavinia,Rufous-winged Tanager,Passeriformes,Thraupidae,40,60,FruiNect,0.673011667,120,132,132,NA,NA,NA,NA,NA,NA,3.16,LC
Tangara meyerdeschauenseei,Tangara,meyerdeschauenseei,Green-capped Tanager,Passeriformes,Thraupidae,30,70,FruiNect,0.610864302,NA,NA,140,NA,NA,NA,NA,NA,NA,4.9,NT
Tangara nigrocincta,Tangara,nigrocincta,Masked Tanager,Passeriformes,Thraupidae,20,80,FruiNect,0.500402424,NA,NA,120,NA,NA,NA,NA,NA,NA,4.9,LC
Tangara nigroviridis,Tangara,nigroviridis,Beryl-spangled Tanager,Passeriformes,Thraupidae,80,20,Invertebrate,0.500402424,NA,NA,120,NA,NA,NA,NA,NA,NA,4.9,LC
Tangara palmarum,Tangara,palmarum,Palm Tanager,Passeriformes,Thraupidae,10,60,FruiNect,1.088899975,NA,NA,170,NA,NA,9.583,NA,NA,0.0024,4,LC
Tangara palmeri,Tangara,palmeri,Grey-and-gold Tanager,Passeriformes,Thraupidae,20,80,FruiNect,0.500402424,NA,NA,140,NA,NA,NA,NA,NA,NA,4.9,LC
Tangara parzudakii,Tangara,parzudakii,Flame-faced Tanager,Passeriformes,Thraupidae,40,60,FruiNect,0.673011667,140,150,150,NA,NA,NA,NA,NA,NA,4.9,LC
Tangara phillipsi,Tangara,phillipsi,Sira Tanager,Passeriformes,Thraupidae,30,70,FruiNect,0.610864302,NA,NA,130,NA,NA,NA,NA,NA,NA,2.9,NT
